file_name,label
picture-009375.jpg,PEDESTRIAN_CROSSING
picture-511184.jpg,PEDESTRIAN_CROSSING
picture-616769.jpg,PEDESTRIAN_CROSSING
picture-963518.jpg,PEDESTRIAN_CROSSING
picture-486207.jpg,PEDESTRIAN_CROSSING
picture-647340.jpg,PEDESTRIAN_CROSSING
picture-970370.jpg,PEDESTRIAN_CROSSING
picture-114418.jpg,PEDESTRIAN_CROSSING
picture-081959.jpg,PEDESTRIAN_CROSSING
picture-364303.jpg,PEDESTRIAN_CROSSING
picture-530542.jpg,PEDESTRIAN_CROSSING
picture-211594.jpg,PRIORITY_ROAD
picture-721260.jpg,PEDESTRIAN_CROSSING
picture-204985.jpg,PRIORITY_ROAD
picture-952743.jpg,PEDESTRIAN_CROSSING
picture-451498.jpg,PRIORITY_ROAD
picture-593928.jpg,PEDESTRIAN_CROSSING
picture-159276.jpg,PRIORITY_ROAD
picture-471044.jpg,PEDESTRIAN_CROSSING
picture-394034.jpg,PEDESTRIAN_CROSSING
picture-424101.jpg,PEDESTRIAN_CROSSING
picture-858004.jpg,PRIORITY_ROAD
picture-572855.jpg,PRIORITY_ROAD
picture-461210.jpg,PASS_RIGHT_SIDE
picture-251863.jpg,PASS_RIGHT_SIDE
picture-041818.jpg,PASS_RIGHT_SIDE
picture-051218.jpg,PASS_RIGHT_SIDE
picture-980676.jpg,PEDESTRIAN_CROSSING
picture-730346.jpg,PEDESTRIAN_CROSSING
picture-557885.jpg,PEDESTRIAN_CROSSING
picture-772229.jpg,PASS_RIGHT_SIDE
picture-958475.jpg,PASS_RIGHT_SIDE
picture-549735.jpg,PEDESTRIAN_CROSSING
picture-325363.jpg,PASS_RIGHT_SIDE
picture-426561.jpg,PRIORITY_ROAD
picture-138615.jpg,PRIORITY_ROAD
picture-172915.jpg,PEDESTRIAN_CROSSING
picture-341139.jpg,PRIORITY_ROAD
picture-803583.jpg,PRIORITY_ROAD
picture-873754.jpg,PASS_RIGHT_SIDE
picture-352517.jpg,PEDESTRIAN_CROSSING
picture-902929.jpg,PEDESTRIAN_CROSSING
picture-310106.jpg,PRIORITY_ROAD
picture-982588.jpg,PEDESTRIAN_CROSSING
picture-065443.jpg,PEDESTRIAN_CROSSING
picture-201599.jpg,PEDESTRIAN_CROSSING
picture-538587.jpg,PEDESTRIAN_CROSSING
picture-344946.jpg,PRIORITY_ROAD
picture-757845.jpg,PASS_RIGHT_SIDE
picture-318909.jpg,PEDESTRIAN_CROSSING
picture-389664.jpg,PRIORITY_ROAD
picture-875142.jpg,PEDESTRIAN_CROSSING
picture-084832.jpg,PASS_RIGHT_SIDE
picture-325838.jpg,PEDESTRIAN_CROSSING
picture-761836.jpg,OTHER
picture-692198.jpg,PRIORITY_ROAD
picture-320389.jpg,PRIORITY_ROAD
picture-101191.jpg,PASS_RIGHT_SIDE
picture-054002.jpg,PRIORITY_ROAD
picture-168651.jpg,PRIORITY_ROAD
picture-972411.jpg,PASS_RIGHT_SIDE
picture-829407.jpg,PASS_RIGHT_SIDE
picture-856572.jpg,PEDESTRIAN_CROSSING
picture-670844.jpg,OTHER
picture-727612.jpg,PRIORITY_ROAD
picture-320081.jpg,PEDESTRIAN_CROSSING
picture-715948.jpg,PRIORITY_ROAD
picture-213883.jpg,PEDESTRIAN_CROSSING
picture-920484.jpg,PRIORITY_ROAD
picture-258882.jpg,PASS_RIGHT_SIDE
picture-713895.jpg,OTHER
picture-570137.jpg,PRIORITY_ROAD
picture-175200.jpg,PEDESTRIAN_CROSSING
picture-251920.jpg,OTHER
picture-889447.jpg,PEDESTRIAN_CROSSING
picture-255784.jpg,PEDESTRIAN_CROSSING
picture-228294.jpg,PRIORITY_ROAD
picture-504175.jpg,PASS_RIGHT_SIDE
picture-755764.jpg,PEDESTRIAN_CROSSING
picture-713898.jpg,PRIORITY_ROAD
picture-131836.jpg,PEDESTRIAN_CROSSING
picture-913058.jpg,PEDESTRIAN_CROSSING
picture-883276.jpg,PASS_RIGHT_SIDE
picture-159160.jpg,PASS_RIGHT_SIDE
picture-671711.jpg,PRIORITY_ROAD
picture-471026.jpg,OTHER
picture-348618.jpg,PEDESTRIAN_CROSSING
picture-820202.jpg,PRIORITY_ROAD
picture-451063.jpg,PRIORITY_ROAD
picture-759664.jpg,PEDESTRIAN_CROSSING
picture-563907.jpg,OTHER
picture-688989.jpg,OTHER
picture-129811.jpg,PEDESTRIAN_CROSSING
picture-953646.jpg,PEDESTRIAN_CROSSING
picture-404501.jpg,PASS_RIGHT_SIDE
picture-917149.jpg,PEDESTRIAN_CROSSING
picture-865467.jpg,PEDESTRIAN_CROSSING
picture-963024.jpg,PEDESTRIAN_CROSSING
picture-608764.jpg,PRIORITY_ROAD
picture-166135.jpg,PASS_RIGHT_SIDE
picture-531254.jpg,PRIORITY_ROAD
picture-905625.jpg,PASS_RIGHT_SIDE
picture-330591.jpg,OTHER
picture-283239.jpg,PRIORITY_ROAD
picture-281977.jpg,PEDESTRIAN_CROSSING
picture-005603.jpg,OTHER
picture-091253.jpg,PEDESTRIAN_CROSSING
picture-733154.jpg,PRIORITY_ROAD
picture-902515.jpg,PASS_RIGHT_SIDE
picture-315051.jpg,PRIORITY_ROAD
picture-500787.jpg,PRIORITY_ROAD
picture-295900.jpg,PRIORITY_ROAD
picture-462007.jpg,OTHER
picture-808431.jpg,PRIORITY_ROAD
picture-460870.jpg,PASS_RIGHT_SIDE
picture-475313.jpg,PASS_RIGHT_SIDE
picture-161694.jpg,OTHER
picture-288326.jpg,PEDESTRIAN_CROSSING
picture-291054.jpg,PRIORITY_ROAD
picture-417063.jpg,PEDESTRIAN_CROSSING
picture-293200.jpg,PASS_RIGHT_SIDE
picture-991761.jpg,OTHER
picture-067409.jpg,PEDESTRIAN_CROSSING
picture-224080.jpg,OTHER
picture-611776.jpg,PEDESTRIAN_CROSSING
picture-837431.jpg,PEDESTRIAN_CROSSING
picture-463754.jpg,PASS_RIGHT_SIDE
picture-339529.jpg,PRIORITY_ROAD
picture-102895.jpg,PEDESTRIAN_CROSSING
